nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
0175,N16E29,16,-29,356,170,Dso,7,6,Beta,2002-11-01,279.996486947663,615.2281568265786,20021101_0175.npy
0176,N11E50,11,-50,335,110,Hsx,2,1,Alpha,2002-11-01,139.2625566022574,581.2065711661159,20021101_0176.npy
0177,N16E57,16,-57,328,160,Dao,10,8,Beta,2002-11-01,112.80881411107202,626.9465366355734,20021101_0177.npy
0178,N00W15,0,15,40,40,Dao,4,4,Beta,2002-11-01,638.2794376436798,474.5739620740608,20021101_0178.npy
0165,N19W87,19,87,99,80,Hax,2,1,Alpha,2002-11-02,976.5661098033472,668.8380997910818,20021102_0165.npy
0167,N17W42,17,42,54,20,Hsx,2,2,Alpha,2002-11-02,826.7932388540607,628.8560430532359,20021102_0167.npy
0169,S19W32,-19,32,44,10,Axx,1,2,Alpha,2002-11-02,758.1133421323972,320.9333904003328,20021102_0169.npy
0171,N10W14,10,14,26,20,Hsx,1,1,Alpha,2002-11-02,628.1182256161164,561.4925098429626,20021102_0171.npy
0174,S26E18,-26,-18,354,40,Dao,8,8,Beta,2002-11-02,373.0419031472701,263.4110117968064,20021102_0174.npy
0175,N15E18,15,-18,354,160,Eao,15,15,Beta,2002-11-02,362.62467057672586,604.9015252227297,20021102_0175.npy
0176,N10E37,10,-37,335,120,Hsx,2,2,Alpha,2002-11-02,217.4496258079098,567.7015267075728,20021102_0176.npy
0177,N15E43,15,-43,329,310,Dki,10,15,Beta-Gamma,2002-11-02,184.9911174041452,612.5873857747628,20021102_0177.npy
0178,N01W30,1,30,42,70,Dao,6,10,Beta,2002-11-02,757.5826344037821,487.6863872039111,20021102_0178.npy
0179,N02E72,2,-72,300,30,Cso,2,2,Beta,2002-11-02,42.23895261400264,516.7601533158622,20021102_0179.npy
0180,S11E70,-11,-70,302,90,Hsx,3,1,Alpha,2002-11-02,56.01840304698101,404.7499695455781,20021102_0180.npy
0167,N17W57,17,57,56,20,Hsx,1,1,Alpha,2002-11-03,906.8776044852762,636.1512294267734,20021103_0167.npy
0171,N11W28,11,28,27,10,Hsx,1,2,Alpha,2002-11-03,738.276923184324,573.9400261956239,20021103_0171.npy
0174,S26E02,-26,-2,357,30,Dso,5,6,Beta,2002-11-03,494.7497561202481,262.44946608513385,20021103_0174.npy
0175,N14E04,14,-4,355,120,Eso,14,14,Beta,2002-11-03,476.67339884333256,595.6419688790168,20021103_0175.npy
0176,N10E24,10,-24,335,90,Cso,2,2,Beta,2002-11-03,312.0893501385225,564.3885846922356,20021103_0176.npy
0177,N16E31,16,-31,328,370,Eki,11,18,Beta-Gamma,2002-11-03,265.50262622037235,617.3906367424662,20021103_0177.npy
0178,N01W45,1,45,44,100,Dao,7,10,Beta,2002-11-03,859.9722034803995,494.0934491312154,20021103_0178.npy
0179,N02E56,2,-56,303,30,Hsx,1,1,Alpha,2002-11-03,101.49015113824822,508.1229199272096,20021103_0179.npy
0180,S10E57,-10,-57,302,170,Dso,5,3,Beta,2002-11-03,102.87860372081924,406.2037430994931,20021103_0180.npy
0181,S06E42,-6,-42,317,30,Dso,8,8,Beta,2002-11-03,181.52582406734444,432.9398741848336,20021103_0181.npy
0182,S17E68,-17,-68,291,80,Dso,7,2,Beta,2002-11-03,73.50756736275389,354.2124346060111,20021103_0182.npy
0167,N18W70,18,70,56,10,Axx,1,1,Alpha,2002-11-04,952.1945573547624,651.5103570190786,20021104_0167.npy
0174,S26W08,-26,8,354,20,Bxo,3,4,Beta,2002-11-04,572.2211931590969,263.4464308269333,20021104_0174.npy
0175,N15W09,15,9,355,110,Eao,13,16,Beta,2002-11-04,585.0427733920596,605.3390553723286,20021104_0175.npy
0176,N10E11,10,-11,335,110,Cso,3,3,Beta,2002-11-04,417.2119623898951,562.8773019334751,20021104_0176.npy
0177,N16E18,16,-18,328,360,Dki,10,23,Beta-Gamma,2002-11-04,363.29369078076456,615.0527879714394,20021104_0177.npy
0178,N02W58,2,58,44,110,Dao,7,7,Beta,2002-11-04,929.4912111496404,509.4740527407053,20021104_0178.npy
0179,N02E43,2,-43,303,20,Hsx,1,1,Alpha,2002-11-04,173.56347806501634,502.6264965381059,20021104_0179.npy
0180,S10E43,-10,-43,303,150,Dao,8,12,Beta-Gamma,2002-11-04,178.53570981348224,400.1519288306891,20021104_0180.npy
0181,S07E31,-7,-31,315,40,Dso,7,9,Beta,2002-11-04,257.50816605994,421.0782133352494,20021104_0181.npy
0182,S17E56,-17,-56,290,130,Dso,7,3,Beta,2002-11-04,119.2490142966044,348.20974621130483,20021104_0182.npy
0183,N19W24,19,24,10,10,Bxo,3,3,Beta,2002-11-04,700.6600557932704,641.3626190620175,20021104_0183.npy
0184,S06E51,-6,-51,295,10,Axx,1,1,Alpha,2002-11-04,128.77402626360902,437.5582346625851,20021104_0184.npy
0185,S12E77,-12,-77,269,200,Hsx,3,4,Alpha,2002-11-04,41.21717467151524,400.9245005338703,20021104_0185.npy
0175,N15W22,15,22,355,60,Dso,8,3,Beta,2002-11-05,689.2159829372952,608.1810537977958,20021105_0175.npy
0176,N10W02,10,2,335,140,Cso,3,2,Beta,2002-11-05,527.0073632148999,563.1736085944038,20021105_0176.npy
0177,N16E05,16,-5,328,340,Dki,8,14,Beta-Gamma,2002-11-05,468.5478415866683,614.4593981029635,20021105_0177.npy
0178,N02W37,2,37,46,120,Hax,2,1,Alpha,2002-11-05,807.7948618845804,500.891758166732,20021105_0178.npy
0179,N02E30,2,-30,303,10,Bxo,3,2,Beta,2002-11-05,262.88701830523155,498.7161075350873,20021105_0179.npy
0180,S10E30,-10,-30,303,400,Eki,13,24,Beta-Gamma,2002-11-05,266.54474320781367,396.1996423279449,20021105_0180.npy
0181,S07E18,-7,-18,315,80,Dso,7,11,Beta,2002-11-05,358.221235847776,418.6137300027692,20021105_0181.npy
0182,S17E43,-17,-43,290,110,Dso,5,2,Beta,2002-11-05,187.9507797433412,342.93720591199326,20021105_0182.npy
0183,N19W37,19,37,10,20,Bxo,3,2,Beta,2002-11-05,791.7873273094576,645.7939514245519,20021105_0183.npy
0185,S12E64,-12,-64,269,260,Cko,7,5,Beta,2002-11-05,76.68018780013347,393.9246283584109,20021105_0185.npy
0175,N15W36,15,36,355,70,Dso,10,4,Beta,2002-11-06,791.1027974351034,612.7062441975431,20021106_0175.npy
0176,N10W15,10,15,335,110,Hsx,2,1,Alpha,2002-11-06,636.1388659677195,565.1350609041293,20021106_0176.npy
0177,N16W09,16,9,328,390,Dki,8,17,Beta-Gamma,2002-11-06,584.3906393821975,615.5991038978889,20021106_0177.npy
0178,N02W87,2,87,46,90,Hax,2,1,Alpha,2002-11-06,1003.3496467978198,526.0881107812129,20021106_0178.npy
0179,N02E17,2,-17,302,10,Axx,1,1,Alpha,2002-11-06,365.23301138090943,496.4890915278721,20021106_0179.npy
0180,S10E17,-10,-17,303,530,Eki,15,45,Beta-Gamma-Delta,2002-11-06,367.3841325014573,393.9272636349913,20021106_0180.npy
0182,S17E29,-17,-29,290,110,Dao,6,4,Beta,2002-11-06,280.6793673151293,338.86250638432625,20021106_0182.npy
0185,S12E50,-12,-50,269,310,Dko,6,9,Beta,2002-11-06,139.98422658985498,387.5542271967104,20021106_0185.npy
0186,N20E02,20,-2,317,40,Dso,3,3,Beta,2002-11-06,493.7027247727552,648.752391002437,20021106_0186.npy
0175,N14W54,14,54,360,60,Cao,6,5,Beta,2002-11-07,898.7517847587651,611.7677956806305,20021107_0175.npy
0176,N10W28,10,28,334,130,Hsx,2,1,Alpha,2002-11-07,739.1451232962106,568.6186765058943,20021107_0176.npy
0177,N17W22,17,22,328,300,Dki,9,27,Beta-Gamma,2002-11-07,687.6028709596505,626.7480331800224,20021107_0177.npy
0179,N03E02,3,-2,304,10,Axx,1,2,Alpha,2002-11-07,492.80506763329663,504.60717222190914,20021107_0179.npy
0180,S10W01,-10,1,307,560,Fkc,16,53,Beta-Gamma-Delta,2002-11-07,518.6009182717655,393.3350823639244,20021107_0180.npy
0182,S18E16,-18,-16,290,100,Cso,5,5,Beta,2002-11-07,380.391609591299,328.7788059993854,20021107_0182.npy
0185,S13E36,-13,-36,270,280,Dko,9,14,Beta,2002-11-07,226.95757015682815,374.45575711308027,20021107_0185.npy
0186,N19W12,19,12,318,50,Dso,4,6,Beta,2002-11-07,607.5265353707052,641.9661400420116,20021107_0186.npy
0187,N07E07,7,-7,299,20,Cso,3,4,Beta,2002-11-07,450.1691911944647,539.3990431085557,20021107_0187.npy
0188,N11E22,11,-22,284,20,Hrx,1,1,Alpha,2002-11-07,328.0996659142612,575.8811392610748,20021107_0188.npy
0189,N12E56,12,-56,250,10,Axx,1,1,Alpha,2002-11-07,109.82583376535877,595.8644146633433,20021107_0189.npy
0175,N14W70,14,70,3,30,Hsx,2,2,Alpha,2002-11-08,961.3420357565172,619.6007451938755,20021108_0175.npy
0176,N10W42,10,42,335,120,Hsx,2,1,Alpha,2002-11-08,836.5116788754876,573.670789253177,20021108_0176.npy
0177,N18W36,18,36,329,210,Dao,7,14,Beta,2002-11-08,787.0578118562028,639.3967589008707,20021108_0177.npy
0179,S01W08,-1,8,301,10,Axx,1,2,Alpha,2002-11-08,578.9880443952717,471.2584493700329,20021108_0179.npy
0180,S10W14,-10,14,307,590,Fkc,18,66,Beta-Gamma-Delta,2002-11-08,628.1079956020039,395.1166623095038,20021108_0180.npy
0182,S18E02,-18,-2,291,70,Hsx,2,1,Alpha,2002-11-08,493.6632262974411,328.39036131136027,20021108_0182.npy
0185,S12E22,-12,-22,271,190,Dao,8,19,Beta,2002-11-08,328.7086534986937,379.7781717994913,20021108_0185.npy
0186,N20W26,20,26,319,30,Cro,4,5,Beta,2002-11-08,714.2236139308759,653.4275941981075,20021108_0186.npy
0187,N07W07,7,7,300,20,Bxo,4,4,Beta,2002-11-08,569.9835829406256,540.3048327889039,20021108_0187.npy
0188,N11E07,11,-7,286,110,Dao,6,16,Beta,2002-11-08,450.80021936564,574.7501727529102,20021108_0188.npy
0189,N14E43,14,-43,250,20,Bxo,3,2,Beta,2002-11-08,183.00678270209016,608.1887244311392,20021108_0189.npy
0190,S22E54,-22,-54,239,30,Bxo,4,7,Beta,2002-11-08,139.8736316095704,309.04535500537634,20021108_0190.npy
0175,N15W82,15,82,2,40,Hsx,1,1,Alpha,2002-11-09,983.3258623486428,634.1095279199484,20021109_0175.npy
0176,N10W55,10,55,335,140,Hsx,2,1,Alpha,2002-11-09,909.5541944686084,579.3584607388453,20021109_0176.npy
0177,N18W50,18,50,330,220,Dso,5,8,Beta,2002-11-09,870.9260419653052,644.8252971363099,20021109_0177.npy
0180,S10W28,-10,28,308,600,Fkc,17,58,Beta-Gamma-Delta,2002-11-09,739.101321989783,398.6156647935636,20021109_0180.npy
0182,S18W11,-18,11,291,70,Hsx,1,1,Alpha,2002-11-09,599.9352576412023,329.7461821272452,20021109_0182.npy
0184,S05W15,-5,15,295,10,Axx,2,3,Alpha,2002-11-09,637.746713268731,438.5577770357991,20021109_0184.npy
0185,S12E10,-12,-10,270,170,Dao,9,16,Beta,2002-11-09,425.8451541397067,378.8501681068128,20021109_0185.npy
0186,N20W37,20,37,317,10,Bxo,4,4,Beta,2002-11-09,790.2586401185555,657.0404826705541,20021109_0186.npy
0187,N08W18,8,18,298,10,Bxo,3,4,Beta,2002-11-09,661.6411108995894,551.0990882326521,20021109_0187.npy
0188,N10W06,10,6,286,110,Dsi,6,17,Beta,2002-11-09,560.9853200934054,567.0413518448248,20021109_0188.npy
0189,N13E32,13,-32,248,30,Cso,8,4,Beta,2002-11-09,254.5181960906156,597.031459598689,20021109_0189.npy
0190,S22E42,-22,-42,238,40,Cao,6,4,Beta,2002-11-09,203.44040456535987,305.01252434780827,20021109_0190.npy
0191,S17E74,-17,-74,206,60,Hsx,2,1,Alpha,2002-11-09,57.106984869556925,358.77856662574857,20021109_0191.npy
0176,N10W68,10,68,335,250,Hsx,2,1,Alpha,2002-11-10,962.1404546840754,585.5549792466248,20021110_0176.npy
0177,N18W63,18,63,330,160,Dao,4,5,Beta,2002-11-10,929.716908132916,650.5588115218123,20021110_0177.npy
0180,S10W41,-10,41,308,630,Fkc,18,38,Beta-Gamma-Delta,2002-11-10,830.1564497562001,403.149062587889,20021110_0180.npy
0182,S18W24,-18,24,291,60,Hsx,2,1,Alpha,2002-11-10,701.7296796958764,332.5102314429381,20021110_0182.npy
0185,S13W02,-13,2,269,160,Cao,7,12,Beta,2002-11-10,526.8229950007988,370.9692305762264,20021110_0185.npy
0188,N10W19,10,19,286,90,Dao,5,8,Beta,2002-11-10,668.9106112493802,569.3728973190965,20021110_0188.npy
0189,N12E21,12,-21,246,30,Dso,7,4,Beta,2002-11-10,336.3795292730383,586.900249449518,20021110_0189.npy
0190,S22E28,-22,-28,239,40,Dao,6,4,Beta,2002-11-10,294.6635921542596,301.6750355922487,20021110_0190.npy
0191,S17E63,-17,-63,204,310,Eai,13,11,Beta,2002-11-10,89.62438815903056,353.8771291178626,20021110_0191.npy
0176,N09W81,9,81,334,110,Hsx,3,1,Alpha,2002-11-11,992.8524723491269,583.4127961034151,20021111_0176.npy
0177,N17W76,17,76,329,100,Dao,4,6,Beta,2002-11-11,969.3979633031038,648.323312538769,20021111_0177.npy
0180,S11W55,-11,55,308,460,Fki,18,37,Beta-Gamma-Delta,2002-11-11,908.3028342292508,400.5315526393347,20021111_0180.npy
0182,S19W37,-19,37,290,50,Hsx,2,1,Alpha,2002-11-11,791.9585528259711,328.41584087068134,20021111_0182.npy
0185,S13W16,-13,16,269,160,Dai,8,25,Beta,2002-11-11,643.0290092718376,372.93235768092217,20021111_0185.npy
0188,N10W34,10,34,287,30,Dso,4,10,Beta,2002-11-11,782.9037419406998,573.4895955360689,20021111_0188.npy
0189,N12E09,12,-9,244,30,Cso,9,8,Beta,2002-11-11,434.0363681783282,586.3216626292119,20021111_0189.npy
0190,S20E14,-20,-14,239,30,Cso,6,6,Beta,2002-11-11,397.329061147734,315.7872779708284,20021111_0190.npy
0191,S18E51,-18,-51,202,590,Ekc,14,35,Beta,2002-11-11,144.77840708572552,341.2647908470306,20021111_0191.npy
0177,N18W90,18,90,330,90,Hsx,4,1,Alpha,2002-11-12,980.7734051317228,662.9094903449911,20021112_0177.npy
0180,S11W69,-11,69,309,450,Fki,16,23,Beta-Gamma,2002-11-12,963.7570100379698,406.88101073929766,20021112_0180.npy
0182,S19W50,-19,50,290,60,Hsx,2,1,Alpha,2002-11-12,868.7614378093133,333.2115672645577,20021112_0182.npy
0185,S13W30,-13,30,270,120,Cao,6,16,Beta,2002-11-12,751.270411087455,376.3648346426991,20021112_0185.npy
0188,N10W48,10,48,288,20,Cao,4,4,Beta,2002-11-12,872.5401623245567,578.5190854362149,20021112_0188.npy
0189,N15W04,15,4,244,20,Bxo,5,5,Beta,2002-11-12,543.0892099164184,612.5281974031903,20021112_0189.npy
0190,S22E00,-22,0,240,20,Hsx,1,1,Alpha,2002-11-12,509.74829379914,300.03012220121786,20021112_0190.npy
0191,S18E39,-18,-39,201,550,Fac,17,52,Beta-Gamma,2002-11-12,213.7084254343398,337.83425276681373,20021112_0191.npy
0192,N13E08,13,-8,232,10,Bxo,4,4,Beta,2002-11-12,442.4494528417191,595.7456376823113,20021112_0192.npy
0180,S11W82,-11,82,309,280,Eai,14,8,Beta-Gamma,2002-11-13,991.2257296880751,412.9415677449166,20021113_0180.npy
0182,S18W65,-18,65,292,70,Hax,2,1,Alpha,2002-11-13,936.9273579678892,347.49555253472874,20021113_0182.npy
0185,S13W43,-13,43,270,230,Dao,4,9,Beta,2002-11-13,839.2829347991358,380.6739913540367,20021113_0185.npy
0190,S21W14,-21,14,241,20,Hsx,1,2,Alpha,2002-11-13,621.8247566763155,309.475754618671,20021113_0190.npy
0191,S18E25,-18,-25,202,630,Fkc,16,62,Beta-Gamma,2002-11-13,310.76626553433107,335.14876300899385,20021113_0191.npy
0192,N14W07,14,7,234,10,Bxo,3,2,Beta,2002-11-13,568.4197772290266,605.1436055292517,20021113_0192.npy
0193,S02E21,-2,-21,206,10,Hsx,1,1,Alpha,2002-11-13,332.27477913501184,468.9097050947925,20021113_0193.npy
0180,S11W94,-11,94,308,90,Dao,5,3,Beta,2002-11-14,994.79663120902,418.3125479916845,20021114_0180.npy
0182,S18W76,-18,76,290,50,Hsx,2,1,Alpha,2002-11-14,967.0827942236036,352.31234454472315,20021114_0182.npy
0185,S13W56,-13,56,270,70,Dao,4,7,Beta,2002-11-14,910.3225283170786,385.6752384790516,20021114_0185.npy
0189,N17W34,17,34,248,10,Hrx,1,1,Alpha,2002-11-14,775.1217872502907,635.2932500421031,20021114_0189.npy
0190,S21W27,-21,27,241,20,Hsx,1,1,Alpha,2002-11-14,720.0923923101029,312.24394544723623,20021114_0190.npy
0191,S18E12,-18,-12,202,800,Fkc,16,63,Beta-Gamma,2002-11-14,411.8419300705545,334.1470502853493,20021114_0191.npy
0192,N14W22,14,22,236,10,Axx,1,2,Alpha,2002-11-14,690.1505722997734,607.6823303520866,20021114_0192.npy
0193,S03E07,-3,-7,207,10,Hsx,0,1,Alpha,2002-11-14,449.4163665950286,459.6799889712996,20021114_0193.npy
0194,S16E43,-16,-43,171,10,Axx,1,2,Alpha,2002-11-14,185.57023054915123,356.6376605466021,20021114_0194.npy
0195,S15E78,-15,-78,136,120,Hax,2,1,Alpha,2002-11-14,44.2730375907866,378.00521881727366,20021114_0195.npy
0182,S18W90,-18,90,291,50,Hsx,2,1,Alpha,2002-11-15,981.0228173648312,358.23288473172954,20021115_0182.npy
0185,S13W70,-13,70,271,70,Dao,4,5,Beta,2002-11-15,963.6764974070056,391.4265673662735,20021115_0185.npy
0190,S22W40,-22,40,241,20,Hsx,1,1,Alpha,2002-11-15,805.4884092226539,308.0320835595365,20021115_0190.npy
0191,S18W01,-18,1,202,630,Fkc,16,62,Beta-Gamma-Delta,2002-11-15,518.0691919382976,334.48084011647387,20021115_0191.npy
0192,N13W34,13,34,235,70,Dsi,6,14,Beta,2002-11-15,780.1591802651626,602.3736718656131,20021115_0192.npy
0194,S16E28,-16,-28,173,30,Cso,4,5,Beta,2002-11-15,286.30673630072107,353.6178563904165,20021115_0194.npy
0195,S16E65,-16,-65,136,130,Hsx,2,1,Alpha,2002-11-15,79.82143446481734,364.7254645127605,20021115_0195.npy
0196,S19W46,-19,46,247,40,Cro,4,5,Beta,2002-11-15,847.1933166450094,333.6306611520731,20021115_0196.npy
0197,N25E73,25,-73,128,250,Hhx,3,1,Alpha,2002-11-15,82.50302731806755,713.0389680017909,20021115_0197.npy
0185,S14W82,-14,82,269,110,Dao,4,3,Beta,2002-11-16,986.0022922745136,388.0778084588701,20021116_0185.npy
0190,S22W55,-22,55,242,10,Bxo,5,2,Beta,2002-11-16,886.5130051774115,313.014800186724,20021116_0190.npy
0191,S18W16,-18,16,203,580,Fkc,16,48,Beta-Gamma-Delta,2002-11-16,639.8650398273068,336.26650190336665,20021116_0191.npy
0192,N13W47,13,47,234,350,Dai,9,22,Beta-Gamma,2002-11-16,863.3351078373803,606.4834243247692,20021116_0192.npy
0194,S16E15,-16,-15,172,20,Cso,4,4,Beta,2002-11-16,386.4306546999038,352.5009150458921,20021116_0194.npy
0195,S15E53,-15,-53,134,190,Dao,10,10,Beta-Gamma-Delta,2002-11-16,128.45708402986526,369.2115495680688,20021116_0195.npy
0196,S19W69,-19,69,246,20,Bxo,6,2,Beta,2002-11-16,947.4514419707688,341.90051844841844,20021116_0196.npy
0197,N25E58,25,-58,129,270,Hhx,3,1,Alpha,2002-11-16,130.159848596058,708.5507018505301,20021116_0197.npy
0198,S16E78,-16,-78,109,90,Dso,3,3,Beta,2002-11-16,46.37009982178239,370.0477528428883,20021116_0198.npy
0191,S18W28,-18,28,202,650,Fki,17,50,Beta-Gamma-Delta,2002-11-17,731.4565563277923,338.85042186428973,20021117_0191.npy
0192,N12W61,12,61,235,480,Eai,12,18,Beta,2002-11-17,934.2348944067976,602.8890566217631,20021117_0192.npy
0193,S02W32,-2,32,206,0,Axx,0,1,Alpha,2002-11-17,772.6752812234151,474.4533772656063,20021117_0193.npy
0194,S16E02,-16,-2,172,20,Cso,3,4,Beta,2002-11-17,493.1970944721036,352.6347071493765,20021117_0194.npy
0195,S16E41,-16,-41,133,310,Eao,12,10,Beta-Gamma,2002-11-17,197.72467282917404,358.10569086642005,20021117_0195.npy
0197,N25E46,25,-46,128,290,Hhx,3,1,Alpha,2002-11-17,187.4396616270355,705.8823128944935,20021117_0197.npy
0198,S17E66,-17,-66,108,380,Dho,9,8,Beta,2002-11-17,78.60218535270775,357.590150129576,20021117_0198.npy
0191,S18W41,-18,41,202,580,Fki,20,41,Beta-Gamma,2002-11-18,819.3076441399353,342.33672703273777,20021118_0191.npy
0192,N12W74,12,74,235,550,Eho,14,15,Beta,2002-11-18,976.039058789136,607.6351536163272,20021118_0192.npy
0194,S17W12,-17,12,173,20,Cso,3,3,Beta,2002-11-18,608.2603731911619,345.81402360891843,20021118_0194.npy
0195,S17E28,-17,-28,133,340,Eho,12,8,Beta,2002-11-18,287.13270504901504,347.88164641034075,20021118_0195.npy
0197,N24E33,24,-33,128,280,Hhx,4,1,Alpha,2002-11-18,263.24540728516763,695.9109368498295,20021118_0197.npy
0198,S18E55,-18,-55,106,590,Fko,17,11,Beta,2002-11-18,124.57032231960028,346.26215747296624,20021118_0198.npy
0191,S18W55,-18,55,203,540,Fac,19,28,Beta-Gamma,2002-11-19,896.2848741844591,346.6494109280487,20021119_0191.npy
0192,N12W86,12,86,234,280,Dao,9,8,Beta,2002-11-19,993.6372427845882,611.9124050102346,20021119_0192.npy
0195,S17E15,-17,-15,133,290,Eso,11,11,Beta,2002-11-19,386.808585521466,347.0248951158867,20021119_0195.npy
0197,N24E20,24,-20,128,320,Hhx,3,1,Alpha,2002-11-19,354.743501869764,694.9421117631528,20021119_0197.npy
0198,S18E43,-18,-43,105,640,Fki,17,21,Beta-Gamma,2002-11-19,188.5887593846021,343.6152592733764,20021119_0198.npy
0191,S18W68,-18,68,203,420,Fai,18,16,Beta-Gamma,2002-11-20,947.2574563513076,350.9497737579115,20021120_0191.npy
0195,S17E02,-17,-2,133,260,Eao,11,14,Beta,2002-11-20,493.10722549303256,347.28089449281646,20021120_0195.npy
0197,N24E07,24,-7,128,320,Hkx,4,2,Alpha,2002-11-20,454.5085042256524,694.9687550136333,20021120_0197.npy
0198,S18E28,-18,-28,107,580,Fki,20,33,Beta-Gamma,2002-11-20,288.38944647472425,341.3825170323892,20021120_0198.npy
0191,S18W81,-18,81,203,200,Fao,16,7,Beta-Gamma,2002-11-21,975.7562691769946,355.19255150099553,20021121_0191.npy
0195,S17W11,-17,11,134,190,Eao,11,7,Beta,2002-11-21,600.1414497479113,348.5402678922153,20021121_0195.npy
0197,N24W06,24,6,129,310,Hhx,3,2,Alpha,2002-11-21,557.0253769006555,695.9053496613259,20021121_0197.npy
0198,S18E15,-18,-15,108,580,Fkc,22,30,Beta-Gamma,2002-11-21,387.4241701571676,340.6994372879322,20021121_0198.npy
0199,N27E13,27,-13,110,30,Axx,2,3,Alpha,2002-11-21,410.2323895504515,720.064174165416,20021121_0199.npy
0200,N00E71,0,-71,52,60,Hsx,2,1,Alpha,2002-11-21,42.82723425790124,504.8467172277241,20021121_0200.npy
0191,S18W94,-18,94,203,30,Hsx,1,1,Alpha,2002-11-22,980.4665227537208,359.1406683741244,20021122_0191.npy
0194,S17W64,-17,64,173,30,Hsx,1,1,Alpha,2002-11-22,936.348468169028,358.7226241183487,20021122_0194.npy
0195,S17W24,-17,24,134,140,Eao,11,6,Beta,2002-11-22,702.7606264930716,350.63220206490985,20021122_0195.npy
0197,N24W20,24,20,129,320,Hkx,4,3,Alpha,2002-11-22,664.8228687445338,697.691010408061,20021122_0197.npy
0198,S18E02,-18,-2,108,570,Fki,22,39,Beta-Gamma,2002-11-22,493.06388040803074,341.0272521015252,20021122_0198.npy
0199,N27W00,27,0,110,20,Cso,5,8,Beta,2002-11-22,509.6686822684475,720.6287387273663,20021122_0199.npy
0200,N00E57,0,-57,52,70,Hax,2,1,Alpha,2002-11-22,94.78097424842052,501.4079286050785,20021122_0200.npy
0201,S16W09,-16,9,118,10,Cso,4,4,Beta,2002-11-22,584.2082758244801,357.59482163407813,20021122_0201.npy
0195,S17W37,-17,37,134,120,Eao,11,9,Beta,2002-11-23,795.4037737645612,353.3739954764343,20021123_0195.npy
0197,N24W33,24,33,129,360,Hhx,3,1,Alpha,2002-11-23,756.7450858425983,700.0431303194982,20021123_0197.npy
0198,S18W12,-18,12,108,500,Fki,16,35,Beta-Gamma,2002-11-23,607.6915662018665,342.3326647966068,20021123_0198.npy
0199,N27W14,27,14,110,30,Bxo,5,7,Beta,2002-11-23,616.6575250269996,722.0134994040866,20021123_0199.npy
0200,N00E44,0,-44,52,60,Hsx,2,1,Alpha,2002-11-23,165.3707866205234,499.1621785454929,20021123_0200.npy
0201,S16W22,-16,22,118,40,Bxo,6,11,Beta,2002-11-23,688.359782216299,359.542443829626,20021123_0201.npy
0195,S17W51,-17,51,134,180,Eso,13,7,Beta,2002-11-24,878.6783453375558,356.6762726283104,20021124_0195.npy
0197,N24W46,24,46,129,300,Cso,4,3,Beta,2002-11-24,836.0303596276011,702.7252535229458,20021124_0197.npy
0198,S18W25,-18,25,108,520,Eki,15,33,Beta-Gamma,2002-11-24,709.1614010518854,344.33363063671453,20021124_0198.npy
0199,N27W27,27,27,110,40,Bxo,9,16,Beta,2002-11-24,710.5419993303722,723.9343583612664,20021124_0199.npy
0200,N00E31,0,-31,52,50,Hsx,1,1,Alpha,2002-11-24,253.94268958618505,497.8063416815722,20021124_0200.npy
0201,S16W35,-16,35,118,30,Cro,6,6,Beta,2002-11-24,783.406427616737,362.0611792928111,20021124_0201.npy
0195,S16W66,-16,66,136,140,Dao,9,6,Beta,2002-11-25,945.7160240000616,368.67020628046464,20021125_0195.npy
0197,N26W58,26,58,128,250,Hhx,4,3,Alpha,2002-11-25,888.3013228584229,721.1808540101588,20021125_0197.npy
